total_LHeighth_notes,average_RLH_note_35_range,average_RH_note_10_range,total_LHhalf_notes,large_10jumps_RH,total_RH_raw_notes,large_8jumps_LH,RLH_note_35_range,RH_note_10_range,average_LRH_5chord_hand_range,large_5jumps_LH,average_RLH_note_100_range,average_LH_2chord_hand_range,average_LRH_3chord_range,total_RH_notes,total_LRHwhole_notes,average_LH_2chord_range,total_LRHquarter_notes,average_RHhalf_ntoes,AverageTimeBetweenAttacksFeature,average_LH_5chord_range,average_LH_5chord_hand_range,average_LRH64th_notes,average_large_5jumps_LH,total_LHwhole_notes,average_LH_note_35_range,total_RHquarter_notes,average_RLH_note_10_range,average_RLH_note_20_range,average_LH_note_20_range,LH_note_35_range,total_LHquarter_notes,RLH_note_10_range,RLH_note_20_range,average_large_8jumps_LRH,average_RH_3chord_range,total_LH32nd_notes,average_RH_range,average_LHeighth_notes,average_large_8jumps_RH,RLH_note_100_range,average_LHhalf_ntoes,average_LRH16th_notes,LH_note_50_range,total_LRH_sharp_keys_pressed,average_RH_note_50_range,LH_note_100_range,total_RHwhole_notes,large_5jumps_LRH,total_LRH16th_notes,total_RH_flat_keys_pressed,total_LH_notes,average_LH_3chord_range,total_LH64th_notes,average_LRH_2chord_hand_range,total_RH_sharp_keys_pressed,UniqueSetClassSimultaneities,total_RH64th_notes,average_LRHeighth_notes,total_LRHeighth_notes,average_LH_note_10_range,total_LH16th_notes,average_LH_4chord_hand_range,average_large_10jumps_RH,large_9jumps_RH,average_large_9jumps_LH,RH_note_100_range,average_RLH_range,average_large_10jumps_LH,MostCommonNoteQuarterLengthPrevalence,average_RHquarter_notes,total_LRH_notes,average_RH64th_notes,average_RLH_note_50_range,RelativeStrengthOfTopPitchClassesFeature,AverageTimeBetweenAttacksForEachVoiceFeature,LH_note_20_range,average_LRHquarter_notes,total_RH16th_notes,PitchVarietyFeature,total_LRH32nd_notes,total_LH_sharp_keys_pressed,average_LH32nd_notes,RH_note_50_range,average_RH_note_20_range,average_LHquarter_notes,average_large_5jumps_LRH,average_LRH_4chord_hand_range,average_RH_5chord_range,RH_note_35_range,average_LH_4chord_range,UniquePitchClassSetSimultaneities,RelativeStrengthOfTopPitchesFeature,total_LRH_raw_notes,average_RH_3chord_hand_range,MostCommonNoteQuarterLength,average_RH_4chord_range,large_10jumps_LRH,MostCommonSetClassSimultaneityPrevalence,average_LH_3chord_hand_range,total_LRHhalf_notes,average_LH_note_50_range,average_RH_2chord_range,average_RH_5chord_hand_range,ImportanceOfHighRegisterFeature,TriadSimultaneityPrevalence,average_LRH_2chord_range,RH_note_20_range,average_LHwhole_notes,average_large_10jumps_LRH,total_RHhalf_notes,Grade,large_8jumps_RH,large_9jumps_LH,average_LRH32nd_notes,LH_note_10_range,average_RHeighth_notes,total_LRH64th_notes,AverageNoteDurationFeature,total_LH_raw_notes,average_LH_range,average_LRHwhole_notes,average_LH_note_100_range,total_LH_flat_keys_pressed,average_LRHhalf_ntoes,music_key,average_LRH_5chord_range,large_5jumps_RH,average_LH64th_notes,average_large_9jumps_RH,average_RH_4chord_hand_range,average_large_9jumps_LRH,average_RH16th_notes,large_8jumps_LRH,RLH_note_50_range,average_RH_2chord_hand_range,average_RH_note_35_range,large_10jumps_LH,average_RH_note_100_range,total_RHeighth_notes,average_LH16th_notes,DirectionOfMotionFeature,average_LRH_4chord_range,large_9jumps_LRH,average_large_8jumps_LH,NoteDensityFeature,total_LRH_flat_keys_pressed,total_RH32nd_notes,average_LRH_3chord_hand_range,average_RHwhole_notes,average_large_5jumps_RH,average_RH32nd_notes
99,36,63,73,28,45,6,16,2,14,0,0,0,11.579710144927537,5.444444444444445,2.761904761904762,0,0,0,2.0,0,0,12.333333333333334,0,2.0,9.666666666666668,8.0,2.3333333333333335,10.447619047619046,5.133333333333334,4.333333333333333,0,0,0,2,0,0,18,0,2,18,8,3,25,11,9,2.130434782608696,0,3.0,2.5384615384615383,2.75,0,4.133333333333334,0,0,0,0,0,10.695652173913043,0,3.0,15.076923076923077,4.5,0,10.4,0,0,0,0,0,57,19,8,57,14,0,55,2,0,52,2,0,13.614035087719298,7.526315789473684,5.625,13.614035087719298,8.428571428571429,0,13.818181818181818,11.0,0,14.096153846153847,11.0,0,0,0,0,0,0,0,0,0,0,26,2,0,0,0,0,0,11,15,9,0,0,0.0,0.0,0.5068493150684932,0.2328767123287671,0.1232876712328767,0.0,0.0,0.0,0.0,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.24444444444444444,0.3333333333333333,0.2,0.0,0.0,1.0,0.5252525252525253,0.2318840579710145,0.15942028985507245,27,13,0.42424242424242425,0.34558823529411764,0.5140552995391705,0.425,0.3533834586466165,3.96,21,0.6486486486486487,0.75,2
230,112,118,140,106,34,16,0,0,0,18,12,6,8.2625,3.357142857142857,4.9491525423728815,0,0,0,4.0,4.0,0,5.666666666666667,4.333333333333333,7.0,4.833333333333333,4.333333333333333,5.0,7.114285714285714,4.866666666666666,4.809523809523809,0,0,0,4,4,0,8,6,7,8,7,7,18,11,11,5.705882352941177,4.0,3.411764705882353,3.9857142857142858,0,3.32,3.543859649122808,0,0,4.25,0,0,8.352941176470589,4.0,3.411764705882353,6.9714285714285715,0,5.64,10.403508771929825,0,0,14.0,0,0,139,22,78,102,0,10,73,0,1,60,0,0,9.071942446043165,5.7272727272727275,6.089743589743589,10.22549019607843,0,8.1,11.10958904109589,0,9.0,11.566666666666666,0,0,0,0,0,0,0,0,0,0,0,2,82,0,0,0,0,0,0,34,0,0,0,0.0,0.0,0.014285714285714285,0.8285714285714286,0.0,0.0,0.0,0.0,0.0,0.018867924528301886,0.7735849056603774,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.8018018018018018,0.3875,0.4,23,11,0.3891891891891878,0.3,0.39181829459928874,0.4301675977653631,0.028409090909090908,4.625,20,0.72,0.896551724137931,6
1009,451,558,1009,451,558,3,236,111,125,5,5,0,9.112010796221323,3.4878048780487805,3.2777777777777777,10.0,0,2.0,7.166666666666667,3.0,3.0,7.535714285714286,2.666666666666667,3.333333333333333,7.727272727272728,3.0,3.3333333333333335,10.470653377630123,7.541310541310542,7.0398860398860394,10,0,2,11,3,4,15,4,5,16,5,6,33,23,19,2.3849129593810443,0,0,0,0,0,0,0,0,0,0,0,11.404255319148936,0,0,0,0,0,0,0,0,0,0,0,547,123,123,447,22,18,416,13,13,389,10,10,11.43510054844607,6.333333333333333,6.308943089430894,12.704697986577182,9.909090909090908,10.333333333333334,13.055288461538462,11.23076923076923,11.23076923076923,13.336760925449871,11.9,11.9,0,0,0,0,0,0,0,0,0,3,117,322,0,0,0,0,12,90,450,0,0,0.0,0.0,0.014866204162537165,0.2051536174430129,0.7651139742319127,0.0,0.0,0.0,0.0,0.0066518847006651885,0.25942350332594233,0.7139689578713969,0.0,0.0,0.0,0.0,0.021505376344086023,0.16129032258064516,0.8064516129032258,0.0,0.0,0.25,0.7662988966900702,0.3910690121786198,0.0,59,7,0.3237211634904714,0.2594850948509485,0.27118486453785906,0.5118434603501545,0.25376128385155466,5.192708333333333,43,0.8562091503267973,1.0,8
295,103,192,103,99,4,1,14,14,0,0,0,0,6.48792270531401,2.8155339805825244,3.296875,0,0,0,0,0,0,2.0,2.0,0,2.666666666666667,2.666666666666667,0,6.202614379084967,5.158333333333332,4.0,0,0,0,0,0,0,2,2,0,4,4,0,18,13,4,3.4193548387096775,5.75,3.3351063829787235,3.816546762589928,0,0,4.666666666666667,0,0,0,0,0,3.4193548387096775,5.75,3.3351063829787235,7.654676258992806,0,0,12.0,0,0,0,0,0,149,15,29,77,8,1,47,1,1,32,1,1,7.845637583892618,7.0,5.275862068965517,9.935064935064934,8.375,12.0,11.170212765957446,11.0,12.0,12.1875,11.0,12.0,0,0,0,0,0,0,0,0,8,6,55,15,0,0,0,1,0,3,0,0,0,0.0,0.08737864077669903,0.05825242718446602,0.5631067961165048,0.14563106796116504,0.0,0.0,0.0,0.08080808080808081,0.06060606060606061,0.5555555555555556,0.15151515151515152,0.0,0.0,0.0,0.25,0.0,0.75,0.0,0.0,0.0,0.5,0.823728813559322,0.24154589371980675,0.2463768115942029,42,16,0.34677966101694785,0.2854368932038835,0.387995329021661,0.46296296296296297,0.012320328542094456,4.8202614379084965,28,0.9032258064516129,0.9320388349514563,5
293,0,293,275,0,275,19,6,0,6,61,0,61,2.477815699658703,0,2.477815699658703,0,0,0,3.0,0,3.0,3.0,0,3.0,3.1666666666666665,0,3.1666666666666665,4.5054945054945055,0,4.5054945054945055,0,0,0,3,0,3,4,0,4,5,0,5,11,0,11,5.0,0,5.0,3.730769230769231,0,3.730769230769231,0,0,0,0,0,0,5.0,0,5.0,6.461538461538462,0,6.461538461538462,0,0,0,0,0,0,26,0,26,3,0,3,0,0,0,0,0,0,6.038461538461538,0,6.038461538461538,8.0,0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,61,196,0,0,0.0,0.007272727272727273,0.02909090909090909,0.22181818181818183,0.7127272727272728,0.0,0.0,0,0,0,0,0,0,0,0.0,0.007272727272727273,0.02909090909090909,0.22181818181818183,0.7127272727272728,0.0,0.0,0.25,0.6736111111111112,0.9409722222222222,0.020833333333333332,22,6,0.2504006410256399,0.25830876440632533,0.25830876440632533,0.48659003831417624,0.6269592476489029,3.8400000000000007,17,0.671875,0.7017543859649122,6
584,359,225,534,311,223,2,56,34,22,0,0,0,11.227722772277227,4.345403899721449,3.6355555555555554,0,0,0,4.0,0,2.0,3.6666666666666665,4.0,3.6666666666666665,7.733333333333334,3.6666666666666665,3.8,9.004926108374388,4.967032967032966,6.323529411764706,0,0,0,4,0,2,6,4,5,15,5,7,24,12,17,2.8274760383386583,5.0,2.0,3.7837837837837838,3.8333333333333335,0,2.8999999999999995,0,0,0,0,0,11.146964856230031,5.0,2.0,14.513513513513514,6.666666666666667,0,19.6,0,0,0,0,0,349,157,53,336,29,24,290,4,7,269,4,7,12.601719197707736,6.24203821656051,7.490566037735849,12.851190476190476,8.344827586206897,8.958333333333334,13.620689655172415,10.5,11.285714285714286,13.981412639405205,10.5,11.285714285714286,0,0,0,0,0,0,0,0,0,3,7,301,0,0,0,0,38,80,83,0,0,0.0,0.0,0.07677902621722846,0.16292134831460675,0.7191011235955056,0.0,0.0,0.0,0.0,0.00964630225080386,0.022508038585209004,0.9678456591639871,0.0,0.0,0.0,0.0,0.17040358744394618,0.35874439461883406,0.3721973094170404,0.0,0.0,0.25,0.660958904109589,0.28465346534653463,0.04702970297029703,47,13,0.2082814445828145,0.16106474170990298,0.22798692229558148,0.49146110056925996,0.1780185758513932,8.922222222222222,30,0.9647887323943662,0.8705882352941177,4
98,20,78,98,20,78,30,5,1,4,2,1,1,16.265822784810126,2.15,2.3205128205128207,0,0,0,2.0,0,2.0,2.3333333333333335,3.0,2.3333333333333335,3.4,2.3333333333333335,3.1666666666666665,11.285714285714286,3.428571428571429,4.871794871794871,0,0,0,2,0,2,3,3,3,6,3,5,27,8,11,1.1388888888888888,0,0,0,0,0,0,0,0,0,0,0,17.65277777777778,0,0,0,0,0,0,0,0,0,0,0,72,0,3,72,0,1,72,0,0,72,0,0,17.694444444444443,0,6.666666666666667,17.694444444444443,0,8.0,17.694444444444443,0,0,17.694444444444443,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,8,19,22,0,0,0.0,0.05102040816326531,0.09183673469387756,0.19387755102040816,0.22448979591836735,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.05128205128205128,0.10256410256410256,0.24358974358974358,0.28205128205128205,0.0,0.0,0.25,0.22448979591836735,0.25316455696202533,0.0,28,7,1.097331240188383,0.6833166833166834,1.0916583416583416,0.47191011235955055,0.5816326530612245,1.7694444444444444,21,0.8421052631578947,0.7857142857142857,5
284,74,210,283,74,209,2,64,10,54,0,0,0,4.257462686567164,4.216216216216216,4.038095238095238,2.0,0,0,3.6666666666666665,3.0,2.3333333333333335,3.6666666666666665,3.6666666666666665,3.1666666666666665,3.3333333333333335,4.2,3.3333333333333335,6.669515669515669,6.602941176470588,6.66951566951567,2,0,0,5,3,3,6,5,5,6,8,6,18,17,18,4.5625,0,3.0,2.0,0,0,0,0,0,0,0,0,4.5625,0,3.0,12.0,0,0,0,0,0,0,0,0,115,32,80,8,2,6,4,1,3,2,1,1,6.034782608695652,6.375,5.95,9.125,10.5,8.666666666666666,10.25,13.0,9.333333333333334,11.5,13.0,10.0,0,0,0,0,0,0,0,0,3,13,58,0,0,0,0,3,14,190,2,0,0,0.0,0.02120141342756184,0.09540636042402827,0.8763250883392226,0.007067137809187279,0.0,0.0,0.0,0.04054054054054054,0.17567567567567569,0.7837837837837838,0.0,0.0,0.0,0.0,0.014354066985645933,0.06698564593301436,0.9090909090909091,0.009569377990430622,0.0,0.0,0.5,0.8732394366197183,0.9365671641791045,0.0037313432835820895,24,8,0.289612676056338,0.2902621722846442,0.7030707216359704,0.4963768115942029,0.2771929824561403,3.641025641025641,27,1.0,1.0,5
1667,690,977,1486,690,796,21,0,0,0,472,222,250,10.181244364292155,2.9898550724637682,2.9140225179119756,4.0,0,0,7.0,2.0,2.0,6.904761904761904,4.666666666666667,3.1666666666666665,6.866666666666667,3.952380952380952,3.6666666666666665,10.62677304964539,8.411111111111111,7.0197044334975365,4,0,0,12,2,2,13,8,5,15,8,7,30,23,19,2.8912797281993203,0,2.3905325443786984,2.450354609929078,0,3.4166666666666665,3.7666666666666657,0,0,0,0,0,10.178935447338619,0,2.3905325443786984,13.439716312056738,0,5.833333333333333,13.4,0,0,0,0,0,948,119,151,747,42,20,681,7,5,623,4,3,11.441983122362869,6.647058823529412,6.059602649006623,12.876840696117805,8.80952380952381,8.45,13.349486049926579,12.857142857142858,9.8,13.754414125200642,15.75,10.333333333333334,0,0,0,0,0,0,0,0,2,25,296,365,0,0,0,0,11,130,650,0,0,0.0,0.0013458950201884253,0.024226110363391656,0.28667563930013457,0.6830417227456258,0.0,0.0,0.0,0.002898550724637681,0.036231884057971016,0.4289855072463768,0.5289855072463768,0.0,0.0,0.0,0.0,0.013819095477386936,0.16331658291457288,0.8165829145728644,0.0,0.0,0.25,0.6984029484029484,0.2333931777378815,0.01436265709156194,136,20,0.19521114147282598,0.15159453110476415,0.19933244294487357,0.4731113956466069,0.2908191313908741,9.645404208194908,48,0.9271523178807947,0.7440476190476191,7
265,111,154,234,97,137,2,55,20,35,0,0,0,7.315151515151515,3.27027027027027,3.103896103896104,0,0,0,5.0,2.0,2.0,4.833333333333334,3.1666666666666665,3.0,4.238095238095238,3.3333333333333335,5.4,11.673076923076923,10.446640316205533,7.68945868945869,0,0,0,7,2,2,8,5,4,8,6,11,34,27,20,5.698924731182796,3.5,3.8666666666666667,4.128571428571429,0,3.5,3.666666666666667,0,0,4.5,0,0,7.580645161290323,3.5,3.8666666666666667,8.685714285714285,0,6.0,14.5,0,0,15.0,0,0,120,21,28,71,9,5,56,2,1,42,2,1,9.1,7.142857142857143,6.142857142857143,11.183098591549296,9.444444444444445,8.6,12.035714285714286,14.5,11.0,13.047619047619047,14.5,11.0,0,0,0,0,0,0,0,0,10,55,29,0,0,0,0,5,42,89,0,0,0,0.0,0.0641025641025641,0.41452991452991456,0.5042735042735043,0.0,0.0,0.0,0.0,0.10309278350515463,0.5670103092783505,0.29896907216494845,0.0,0.0,0.0,0.0,0.0364963503649635,0.30656934306569344,0.6496350364963503,0.0,0.0,0.0,0.5,0.45627376425855515,0.5089820359281437,0.0718562874251497,42,12,0.4467680608365019,0.43902439024390244,0.5600993377483444,0.5062761506276151,0.48986486486486486,3.578231292517007,41,1.0,1.0,4
191,83,108,139,53,86,18,0,0,0,0,0,0,5.551515151515152,3.289156626506024,2.6203703703703702,0,0,0,8.0,0,0,9.0,3.0,8.0,8.0,3.0,5.666666666666667,8.0,4.6190476190476195,5.666666666666667,0,0,0,8,0,0,13,3,8,15,3,8,19,9,12,3.161290322580645,4.0,3.3636363636363638,2.5,2.5,2.5,3.9292929292929273,0,0,0,0,0,8.709677419354838,4.0,3.3636363636363638,4.0,4.0,4.0,9.787878787878787,0,0,0,0,0,67,7,5,61,6,4,50,3,1,37,2,0,10.567164179104477,8.714285714285714,7.8,11.032786885245901,9.0,8.25,11.7,10.0,9.0,12.64864864864865,10.5,0,0,0,0,0,0,0,0,0,0,15,30,8,0,0,0,0,23,46,16,0,0,0.0,0.0,0.2733812949640288,0.5467625899280576,0.17266187050359713,0.0,0.0,0.0,0.0,0.2830188679245283,0.5660377358490566,0.1509433962264151,0.0,0.0,0.0,0.0,0.26744186046511625,0.5348837209302325,0.18604651162790697,0.0,0.0,0.5,0.6105263157894737,0.5766871165644172,0.0,15,8,0.4618421052631579,0.38198757763975155,0.5294236079153245,0.36036036036036034,0.15827338129496402,3.0522088353413657,20,0.9032258064516129,0.9318181818181818,2
814,377,437,785,363,422,21,0,0,0,265,126,139,12.52079207920792,3.429708222811671,3.0480549199084668,4.0,4.0,0,5.0,5.666666666666667,4.0,7.142857142857142,5.8,3.6666666666666665,9.015151515151516,4.928571428571429,4.142857142857143,10.990204081632653,8.085714285714287,6.313846153846153,4,4,0,8,8,4,17,11,6,22,11,8,31,22,16,2.401330376940133,3.2857142857142856,2.4,3.0,0,3.75,4.666666666666667,0,3.3333333333333335,3.1666666666666665,0,0,12.636363636363637,3.2857142857142856,2.4,14.88,0,6.5,13.8,0,8.0,19.333333333333332,0,0,474,73,60,414,22,10,386,8,8,369,6,8,13.162447257383967,6.890410958904109,6.616666666666666,14.16183574879227,9.181818181818182,10.0,14.60880829015544,11.25,10.5,14.86720867208672,12.0,10.5,0,0,0,0,0,0,0,0,0,3,101,255,0,0,0,0,3,42,376,0,0,0.0,0.0,0.007643312101910828,0.1821656050955414,0.8038216560509555,0.0,0.0,0.0,0.0,0.008264462809917356,0.27823691460055094,0.7024793388429752,0.0,0.0,0.0,0.0,0.0071090047393364926,0.0995260663507109,0.8909952606635071,0.0,0.0,0.25,0.7942643391521197,0.31683168316831684,0.013861386138613862,80,15,0.23379052369077308,0.18861607142857142,0.19567292583280954,0.5062972292191436,0.19976076555023922,8.354166666666666,50,0.8802816901408451,0.9074074074074074,7
396,150,246,238,58,180,18,0,0,0,84,12,72,16.15530303030303,4.673333333333333,4.747967479674797,0,0,0,2.3333333333333335,5.0,2.0,3.4,5.0,2.3333333333333335,3.9523809523809526,5.666666666666667,3.4,10.358695652173916,4.0,6.291666666666667,0,0,0,3,5,2,6,5,3,8,8,6,26,8,16,3.8666666666666667,5.368421052631579,4.2727272727272725,3.5943396226415096,3.1666666666666665,0,2.95833333333333,0,0,0,0,0,11.8,5.368421052631579,4.2727272727272725,16.169811320754718,5.333333333333333,0,17.28125,0,0,0,0,0,257,95,93,253,18,64,249,0,54,241,0,54,16.50194552529183,5.863157894736842,8.881720430107526,16.66798418972332,8.0,10.5625,16.80722891566265,0,11.037037037037036,17.066390041493776,0,11.037037037037036,0,0,0,0,0,0,0,0,0,8,28,20,0,0,0,0,2,90,88,0,0,0.0,0.0,0.04201680672268908,0.4957983193277311,0.453781512605042,0.0,0.0,0.0,0.0,0.13793103448275862,0.4827586206896552,0.3448275862068966,0.0,0.0,0.0,0.0,0.011111111111111112,0.5,0.4888888888888889,0.0,0.0,0.5,0.5252525252525253,0.5075757575757576,0.5227272727272727,32,14,0.2893939393939389,0.21673003802281368,0.2757225037666073,0.36,0.20723684210526316,6.875,28,0.9846153846153847,0.9714285714285714,6
464,205,259,461,202,259,2,78,22,56,0,0,0,10.508591065292096,2.975609756097561,2.6795366795366795,2.0,0,0,2.3333333333333335,2.0,2.0,5.533333333333334,3.1666666666666665,2.3333333333333335,6.055555555555555,3.9999999999999996,3.8,10.163292847503374,7.778461538461538,5.78421052631579,2,0,0,3,2,2,12,5,3,13,8,7,31,23,15,2.0622406639004147,7.333333333333333,0,6.5,0,0,0,0,0,0,0,0,12.12863070539419,7.333333333333333,0,16.0,0,0,0,0,0,0,0,0,238,36,31,202,25,9,198,5,7,183,5,7,12.432773109243698,8.11111111111111,7.193548387096774,13.618811881188119,9.48,10.444444444444445,13.732323232323232,15.4,11.142857142857142,14.120218579234972,15.4,11.142857142857142,0,0,0,0,0,0,0,0,0,13,3,99,0,0,0,0,2,5,154,0,0,0.0,0.0,0.03253796095444685,0.01735357917570499,0.5488069414316703,0.0,0.0,0.0,0.0,0.06435643564356436,0.01485148514851485,0.4900990099009901,0.0,0.0,0.0,0.0,0.007722007722007722,0.019305019305019305,0.5945945945945946,0.0,0.0,0.25,0.5093833780160858,0.43234323432343236,0.0033003300330033004,44,8,0.617777572339838,0.4668991839957884,0.4707567294159043,0.4265536723163842,0.4106666666666667,3.0109951287404315,39,0.9166666666666666,0.8709677419354839,8
348,136,212,280,134,146,17,20,6,14,24,20,4,12.912844036697248,3.4705882352941178,2.650943396226415,0,0,0,2.0,2.0,0,2.666666666666667,2.3333333333333335,2.0,7.6000000000000005,2.666666666666667,2.3333333333333335,9.18,5.516666666666667,5.4363636363636365,0,0,0,2,2,0,4,3,2,14,4,3,25,15,13,1.542857142857143,3.0,3.212121212121212,2.717948717948718,0,0,0,0,0,0,0,0,12.885714285714286,3.0,3.212121212121212,13.205128205128204,0,0,0,0,0,0,0,0,215,27,17,215,17,7,213,3,3,207,3,3,13.083720930232559,7.62962962962963,6.705882352941177,13.083720930232559,8.823529411764707,9.142857142857142,13.131455399061032,12.666666666666666,10.666666666666666,13.251207729468598,12.666666666666666,10.666666666666666,0,0,0,0,0,0,0,0,0,42,88,0,0,0,0,0,8,68,64,0,0,0.0,0.0,0.17857142857142858,0.5571428571428572,0.22857142857142856,0.0,0.0,0.0,0.0,0.31343283582089554,0.6567164179104478,0.0,0.0,0.0,0.0,0.0,0.0547945205479452,0.4657534246575342,0.4383561643835616,0.0,0.0,0.5,0.5574712643678161,0.23853211009174313,0.1834862385321101,30,11,0.3678160919540223,0.29185867895545314,0.32600491486747407,0.5209580838323353,0.625,5.437500000000001,26,0.7441860465116279,0.7878787878787878,4
1219,588,631,1093,464,629,20,0,0,0,547,266,281,10.88888888888889,4.107142857142857,3.0364500792393025,13.0,0,0,9.0,3.0,6.0,7.800000000000001,3.6666666666666665,3.6666666666666665,7.611111111111111,4.4,4.733333333333333,11.955294117647059,8.266129032258064,8.268817204301074,13,0,0,13,3,6,15,5,6,17,8,9,34,22,24,3.0676982591876207,4.522935779816514,0,4.59375,3.7083333333333335,0,4.27956989247312,2.6666666666666665,0,0,0,0,11.34816247582205,4.522935779816514,0,12.102272727272727,6.416666666666667,0,13.870967741935484,6.0,0,0,0,0,753,178,117,635,43,23,558,33,11,498,23,8,11.734395750332006,7.134831460674158,6.384615384615385,12.822047244094488,10.930232558139535,9.869565217391305,13.487455197132617,11.818181818181818,11.909090909090908,14.028112449799197,13.043478260869565,13.0,0,0,0,0,0,0,0,0,1,25,13,417,0,0,0,0,27,117,469,0,0,0.0,0.0009149130832570906,0.04757548032936871,0.11893870082342177,0.8106129917657823,0.0,0.0,0.0,0.0021551724137931034,0.05387931034482758,0.028017241379310345,0.8987068965517241,0.0,0.0,0.0,0.0,0.04292527821939587,0.18600953895071543,0.7456279809220986,0.0,0.0,0.25,0.7724252491694352,0.2430471584038694,0.056831922611850064,116,32,0.6198700410396817,0.4977923372738926,0.4327232444327406,0.5133843212237094,0.20636094674556213,2.915669515669516,53,0.9392712550607287,0.8214285714285714,8
383,128,255,336,116,220,2,49,12,37,0,0,0,8.924342105263158,4.40625,2.9450980392156865,3.0,0,0,8.333333333333334,4.0,3.0,5.8,3.6666666666666665,3.6666666666666665,5.952380952380952,3.6666666666666665,3.6,10.070967741935483,6.5359477124183,6.549019607843139,3,0,0,12,4,3,12,5,5,13,6,6,27,16,17,2.1881188118811883,3.0,3.0,2.84375,3.0,0,5.0,0,0,0,0,0,9.836633663366337,3.0,3.0,11.15625,5.0,0,13.0,0,0,0,0,0,213,50,38,204,11,9,177,3,5,163,2,4,11.633802816901408,6.68,6.815789473684211,11.887254901960784,9.090909090909092,9.666666666666666,12.480225988700566,12.0,11.0,12.779141104294478,13.5,11.5,0,0,0,0,0,0,0,0,0,45,44,27,0,0,0,0,20,86,114,0,0,0.0,0.0,0.19345238095238096,0.3869047619047619,0.41964285714285715,0.0,0.0,0.0,0.0,0.3879310344827586,0.3793103448275862,0.23275862068965517,0.0,0.0,0.0,0.0,0.09090909090909091,0.39090909090909093,0.5181818181818182,0.0,0.0,0.5,0.4308093994778068,0.2565789473684211,0.05263157894736842,40,13,0.508485639686684,0.3927392739273927,0.46653543307086615,0.41046831955922863,0.2775229357798165,3.191666666666667,32,0.891566265060241,1.0,6
414,174,240,332,98,234,19,28,2,26,76,24,52,9.295275590551181,3.67816091954023,2.433333333333333,0,0,0,3.0,0,3.0,2.3333333333333335,2.0,3.0,4.2,2.0,2.3333333333333335,8.312252964426877,5.688888888888888,6.197802197802197,0,0,0,3,0,3,3,2,3,8,2,3,24,14,17,5.228070175438597,3.076923076923077,3.0,3.5,3.3333333333333335,0,3.8222222222222224,0,0,0,0,0,6.842105263157895,3.076923076923077,3.0,11.775,5.666666666666667,0,10.9,0,0,0,0,0,223,41,11,155,11,5,129,7,0,117,7,0,10.085201793721973,6.585365853658536,6.909090909090909,11.709677419354838,9.636363636363637,8.0,12.457364341085272,10.571428571428571,0,12.811965811965813,10.571428571428571,0,0,0,0,0,0,0,0,0,0,4,70,24,0,0,0,0,18,84,132,0,0,0.0,0.0,0.06626506024096386,0.463855421686747,0.46987951807228917,0.0,0.0,0.0,0.0,0.04081632653061224,0.7142857142857143,0.24489795918367346,0.0,0.0,0.0,0.0,0.07692307692307693,0.358974358974359,0.5641025641025641,0.0,0.0,0.5,0.4830917874396135,0.28346456692913385,0.2204724409448819,36,17,0.2929061784897022,0.23715415019762845,0.2628062495465209,0.5027624309392266,0.14615384615384616,6.828125,23,0.847457627118644,0.8529411764705882,6
111,57,54,107,53,54,30,0,0,0,0,0,0,8.407894736842104,2.8421052631578947,2.5925925925925926,0,0,0,2.0,0,0,7.0,0,2.0,6.666666666666666,2.0,3.6666666666666665,6.939393939393939,4.2,4.523809523809524,0,0,0,2,0,0,10,0,2,10,2,5,16,8,9,4.338709677419355,3.0,0,2.9166666666666665,0,0,0,0,0,0,0,0,8.919354838709678,3.0,0,11.166666666666666,0,0,0,0,0,0,0,0,62,4,4,53,0,2,39,0,0,28,0,0,9.693548387096774,6.0,6.5,10.358490566037736,0,8.0,11.205128205128204,0,0,12.071428571428571,0,0,0,0,0,0,0,0,0,1,0,0,52,0,0,0,1,3,3,9,36,0,0,0.018691588785046728,0.028037383177570093,0.028037383177570093,0.5700934579439252,0.3364485981308411,0.0,0.0,0.018867924528301886,0.0,0.0,0.9811320754716981,0.0,0.0,0.0,0.018518518518518517,0.05555555555555555,0.05555555555555555,0.16666666666666666,0.6666666666666666,0.0,0.0,0.5,0.5779816513761468,0.27631578947368424,0.0,21,8,0.27522935779816515,0.18666666666666668,0.2426470588235294,0.4807692307692308,0.336283185840708,6.8125,13,0.7333333333333333,0.7,2
